,ts,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,episode_name,episode_show_name,reason_start,reason_end
9517,2023-06-01T21:55:53Z,230932,Style,Taylor Swift,1989,,,trackdone,trackdone
9518,2023-06-01T22:00:46Z,231725,Blank Space,Taylor Swift,1989,,,trackdone,trackdone
9519,2023-06-01T22:04:25Z,219119,Shake It Off,Taylor Swift,1989,,,trackdone,trackdone
9520,2023-06-01T22:08:06Z,219884,Wildest Dreams,Taylor Swift,1989,,,trackdone,trackdone
9521,2023-06-01T22:11:38Z,211883,Bad Blood,Taylor Swift,1989,,,trackdone,trackdone
9522,2023-06-02T18:19:44Z,185306,Lavender Haze,Taylor Swift,Midnights,,,trackdone,unexpected-exit-while-paused
9523,2023-06-02T18:20:02Z,0,Bad Blood,Taylor Swift,1989,,,backbtn,fwdbtn
9524,2023-06-02T18:23:24Z,202158,Lavender Haze,Taylor Swift,Midnights,,,fwdbtn,trackdone
9525,2023-06-02T18:26:45Z,199903,Anti-Hero,Taylor Swift,Midnights,,,trackdone,trackdone
9526,2023-06-02T18:29:40Z,174673,Midnight Rain,Taylor Swift,Midnights,,,trackdone,trackdone
9527,2023-06-02T18:32:25Z,164700,Vigilante Shit,Taylor Swift,Midnights,,,trackdone,trackdone
9528,2023-06-02T18:36:41Z,194092,Bejeweled,Taylor Swift,Midnights,,,trackdone,trackdone
9529,2023-06-02T18:39:53Z,190822,Mastermind,Taylor Swift,Midnights,,,trackdone,trackdone
9530,2023-06-02T18:43:18Z,204643,Karma,Taylor Swift,Midnights,,,trackdone,trackdone
9531,2023-06-02T18:53:00Z,208756,mirrorball,Taylor Swift,folklore,,,trackdone,trackdone
9532,2023-06-02T18:53:43Z,42255,Tim McGraw,Taylor Swift,Taylor Swift,,,trackdone,endplay
9533,2023-06-02T18:56:34Z,169785,I Should Probably Go To Bed,Dan + Shay,Good Things,,,clickrow,trackdone
9534,2023-06-02T19:01:12Z,217575,Imagination,Shawn Mendes,Handwritten,,,trackdone,trackdone
9535,2023-06-02T20:14:26Z,195089,this is me trying,Taylor Swift,folklore,,,remote,trackdone
9536,2023-06-02T20:19:22Z,295172,State Of Grace (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9537,2023-06-02T20:22:43Z,201067,Our Song,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9538,2023-06-02T20:27:00Z,256038,Snow On The Beach (feat. Lana Del Rey),Taylor Swift,Midnights,,,trackdone,trackdone
9539,2023-06-02T20:43:00Z,274892,cowboy like me,Taylor Swift,evermore,,,trackdone,trackdone
9540,2023-06-02T20:46:55Z,234488,White Horse (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9541,2023-06-02T20:51:40Z,284618,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9542,2023-06-02T20:55:39Z,238022,Ours,Taylor Swift,Speak Now,,,trackdone,trackdone
9543,2023-06-02T20:59:59Z,198534,Death By A Thousand Cuts,Taylor Swift,Lover,,,trackdone,trackdone
9544,2023-06-02T21:30:57Z,270980,Clean,Taylor Swift,1989,,,trackdone,trackdone
9545,2023-06-02T21:34:55Z,237364,Jump Then Fall (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9546,2023-06-03T00:10:06Z,10234,Never Be Alone,Shawn Mendes,Handwritten,,,trackdone,unexpected-exit-while-paused
9547,2023-06-03T00:10:06Z,116199,The Lucky One (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,unexpected-exit-while-paused
9548,2023-06-03T00:12:20Z,123632,The Lucky One (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,remote,trackdone
9549,2023-06-03T00:16:20Z,239794,Speak Now,Taylor Swift,Speak Now,,,trackdone,trackdone
9550,2023-06-03T00:24:51Z,242650,Treacherous (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9551,2023-06-03T00:28:51Z,239815,The Great War,Taylor Swift,Midnights,,,trackdone,trackdone
9552,2023-06-03T00:33:06Z,193942,"You're On Your Own, Kid",Taylor Swift,Midnights,,,trackdone,trackdone
9553,2023-06-03T00:37:04Z,237078,mad woman,Taylor Swift,folklore,,,trackdone,trackdone
9554,2023-06-03T00:41:02Z,237604,Mean,Taylor Swift,Speak Now,,,trackdone,trackdone
9555,2023-06-03T00:45:08Z,245339,Wonderland,Taylor Swift,1989,,,trackdone,trackdone
9556,2023-06-03T00:50:32Z,261808,Youre Not Sorry (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9557,2023-06-03T00:53:51Z,199200,A Place in this World,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9558,2023-06-03T00:57:54Z,241788,Today Was A Fairytale (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9559,2023-06-03T01:01:53Z,238852,Begin Again (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9560,2023-06-03T01:06:54Z,238779,Cold As You,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9561,2023-06-03T01:10:53Z,238403,The Other Side Of The Door (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9562,2023-06-03T01:15:29Z,275126,coney island (feat. The National),Taylor Swift,evermore,,,trackdone,trackdone
9563,2023-06-03T01:19:21Z,231447,High Infidelity,Taylor Swift,Midnights,,,trackdone,trackdone
9564,2023-06-03T01:23:52Z,209546,Gorgeous,Taylor Swift,reputation,,,trackdone,trackdone
9565,2023-06-03T01:28:38Z,284958,I Bet You Think About Me (feat. Chris Stapleton) (Taylors Version) (From The Vault),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9566,2023-06-03T17:43:46Z,30256,How You Get The Girl,Taylor Swift,1989,,,trackdone,unexpected-exit
9567,2023-06-03T17:47:50Z,217075,How You Get The Girl,Taylor Swift,1989,,,remote,trackdone
9568,2023-06-03T17:52:11Z,259959,Sparks Fly,Taylor Swift,Speak Now,,,trackdone,trackdone
9569,2023-06-03T17:55:35Z,203040,Teardrops On My Guitar - Radio Single Remix,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9570,2023-06-03T17:59:31Z,235799,Out Of The Woods,Taylor Swift,1989,,,trackdone,trackdone
9571,2023-06-03T18:05:26Z,294227,Fifteen (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9572,2023-06-03T18:12:27Z,259924,"Would've, Could've, Should've",Taylor Swift,Midnights,,,trackdone,trackdone
9573,2023-06-03T18:16:18Z,230017,Mine,Taylor Swift,Speak Now,,,trackdone,trackdone
9574,2023-06-03T18:19:24Z,185237,gold rush,Taylor Swift,evermore,,,trackdone,trackdone
9575,2023-06-03T18:24:09Z,223173,Come Back...Be Here (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9576,2023-06-03T18:27:55Z,225189,Forever & Always (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9577,2023-06-03T18:32:06Z,249818,This Love,Taylor Swift,1989,,,trackdone,trackdone
9578,2023-06-03T18:36:20Z,254035,Hey Stephen (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9579,2023-06-03T18:41:27Z,245049,The Best Day (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9580,2023-06-03T18:45:30Z,242020,Should've Said No,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9581,2023-06-03T18:50:27Z,296927,Better Man (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9582,2023-06-03T18:53:58Z,209860,Question...?,Taylor Swift,Midnights,,,trackdone,trackdone
9583,2023-06-03T19:08:20Z,203007,Invisible,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9584,2023-06-03T19:11:14Z,173267,I Think He Knows,Taylor Swift,Lover,,,trackdone,trackdone
9585,2023-06-03T19:14:57Z,222906,Red (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9586,2023-06-03T19:18:51Z,233545,Getaway Car,Taylor Swift,reputation,,,trackdone,trackdone
9587,2023-06-03T19:23:30Z,218253,Maroon,Taylor Swift,Midnights,,,trackdone,trackdone
9588,2023-06-03T19:26:54Z,202855,Holy Ground (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9589,2023-06-03T19:30:15Z,199777,False God,Taylor Swift,Lover,,,trackdone,trackdone
9590,2023-06-03T19:34:46Z,270887,Clean,Taylor Swift,1989,,,trackdone,trackdone
9591,2023-06-03T19:39:20Z,212507,Welcome To New York,Taylor Swift,1989,,,trackdone,trackdone
9592,2023-06-03T19:43:41Z,233991,Miss Americana & The Heartbreak Prince,Taylor Swift,Lover,,,trackdone,trackdone
9593,2023-06-03T19:46:40Z,178215,Cruel Summer,Taylor Swift,Lover,,,trackdone,trackdone
9594,2023-06-03T19:49:50Z,189958,The Man,Taylor Swift,Lover,,,trackdone,trackdone
9595,2023-06-03T19:52:41Z,171317,You Need To Calm Down,Taylor Swift,Lover,,,trackdone,trackdone
9596,2023-06-04T01:06:00Z,4149,Lover,Taylor Swift,Lover,,,trackdone,unexpected-exit-while-paused
9597,2023-06-04T01:10:10Z,241398,Fearless (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,remote,trackdone
9598,2023-06-04T01:14:01Z,231056,You Belong With Me (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9599,2023-06-04T01:17:58Z,235726,Love Story (Taylors Version),Taylor Swift,Love Story (Taylors Version),,,trackdone,trackdone
9600,2023-06-04T01:21:48Z,229768,tis the damn season,Taylor Swift,evermore,,,trackdone,trackdone
9601,2023-06-04T01:26:25Z,214636,willow,Taylor Swift,evermore,,,trackdone,trackdone
9602,2023-06-04T01:30:43Z,257565,marjorie,Taylor Swift,evermore,,,trackdone,trackdone
9603,2023-06-04T01:34:47Z,244000,champagne problems,Taylor Swift,evermore,,,trackdone,trackdone
9604,2023-06-04T01:38:53Z,245405,tolerate it,Taylor Swift,evermore,,,trackdone,trackdone
9605,2023-06-04T01:43:22Z,208158,...Ready For It?,Taylor Swift,reputation,,,trackdone,trackdone
9606,2023-06-04T01:47:14Z,232219,Delicate,Taylor Swift,reputation,,,trackdone,trackdone
9607,2023-06-04T01:51:11Z,236358,Dont Blame Me,Taylor Swift,reputation,,,trackdone,trackdone
9608,2023-06-04T01:54:43Z,211726,Look What You Made Me Do,Taylor Swift,reputation,,,trackdone,trackdone
9609,2023-06-04T19:44:29Z,311977,Enchanted,Taylor Swift,Speak Now,,,trackdone,unexpected-exit-while-paused
9610,2023-06-04T19:44:44Z,452006,22 (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,fwdbtn,trackdone
9611,2023-06-04T19:47:59Z,193009,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9612,2023-06-04T19:51:39Z,219639,I Knew You Were Trouble (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9613,2023-06-04T20:05:43Z,843668,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9614,2023-06-04T20:10:58Z,252704,invisible string,Taylor Swift,folklore,,,trackdone,trackdone
9615,2023-06-04T20:15:53Z,294353,betty,Taylor Swift,folklore,,,trackdone,trackdone
9616,2023-06-04T20:19:43Z,229979,the last great american dynasty,Taylor Swift,folklore,,,trackdone,trackdone
9617,2023-06-04T20:24:05Z,261810,august,Taylor Swift,folklore,,,trackdone,trackdone
9618,2023-06-04T20:28:15Z,189877,illicit affairs,Taylor Swift,folklore,,,trackdone,trackdone
9619,2023-06-04T20:32:31Z,255838,my tears ricochet,Taylor Swift,folklore,,,trackdone,trackdone
9620,2023-06-04T20:36:30Z,239488,cardigan,Taylor Swift,folklore,,,trackdone,trackdone
9621,2023-06-04T20:40:22Z,230838,Style,Taylor Swift,1989,,,trackdone,trackdone
9622,2023-06-04T20:45:15Z,231798,Blank Space,Taylor Swift,1989,,,trackdone,trackdone
9623,2023-06-04T20:48:54Z,219019,Shake It Off,Taylor Swift,1989,,,trackdone,trackdone
9624,2023-06-04T20:52:34Z,219965,Wildest Dreams,Taylor Swift,1989,,,trackdone,trackdone
9625,2023-06-04T20:53:03Z,28412,Bad Blood,Taylor Swift,1989,,,trackdone,logout
9626,2023-06-04T23:36:05Z,7862,Bad Blood,Taylor Swift,1989,,,remote,endplay
9627,2023-06-04T23:39:20Z,194023,Bejeweled,Taylor Swift,Midnights,,,clickrow,trackdone
9628,2023-06-04T23:42:31Z,190960,Mastermind,Taylor Swift,Midnights,,,trackdone,trackdone
9629,2023-06-04T23:45:56Z,204739,Karma,Taylor Swift,Midnights,,,trackdone,trackdone
9630,2023-06-04T23:49:25Z,208889,mirrorball,Taylor Swift,folklore,,,trackdone,trackdone
9631,2023-06-04T23:54:19Z,231912,Tim McGraw,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9632,2023-06-04T23:57:34Z,195040,this is me trying,Taylor Swift,folklore,,,trackdone,trackdone
9633,2023-06-05T00:02:30Z,295240,State Of Grace (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9634,2023-06-05T00:27:01Z,110943,Our Song,Taylor Swift,Taylor Swift,,,trackdone,endplay
9635,2023-06-05T00:30:23Z,201001,Our Song,Taylor Swift,Taylor Swift,,,remote,trackdone
9636,2023-06-05T00:32:24Z,58717,Snow On The Beach (feat. Lana Del Rey),Taylor Swift,Midnights,,,trackdone,fwdbtn
9637,2023-06-05T00:37:00Z,274818,cowboy like me,Taylor Swift,evermore,,,fwdbtn,trackdone
9638,2023-06-05T00:40:55Z,234472,White Horse (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9639,2023-06-05T16:10:08Z,136884,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,unexpected-exit-while-paused
9640,2023-06-05T16:20:16Z,207209,I Wish You Would,Taylor Swift,1989,,,clickrow,trackdone
9641,2023-06-05T16:23:48Z,211701,the lakes - bonus track,Taylor Swift,folklore,,,trackdone,trackdone
9642,2023-06-05T16:27:29Z,219769,You All Over Me (feat. Maren Morris) (Taylors Version) (From The Vault),Taylor Swift,You All Over Me (feat. Maren Morris) (Taylors Version) (From The Vault),,,trackdone,trackdone
9643,2023-06-05T16:31:37Z,246935,I Dont Wanna Live Forever (Fifty Shades Darker),ZAYN,reputation Stadium Tour Surprise Song Playlist,,,trackdone,trackdone
9644,2023-06-05T16:36:32Z,234258,Hits Different,Taylor Swift,Midnights,,,trackdone,trackdone
9645,2023-06-05T16:41:18Z,285186,The Moment I Knew (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9646,2023-06-05T16:41:43Z,24298,Dance The Night (From Barbie The Album),Dua Lipa,Dance The Night (From Barbie The Album),,,trackdone,endplay
9647,2023-06-05T16:44:42Z,178328,Cruel Summer,Taylor Swift,Lover,,,clickrow,trackdone
9648,2023-06-05T16:48:43Z,239787,Speak Now,Taylor Swift,Speak Now,,,trackdone,trackdone
9649,2023-06-05T16:53:25Z,221215,Lover,Taylor Swift,Lover,,,trackdone,trackdone
9650,2023-06-05T16:56:41Z,195090,this is me trying,Taylor Swift,folklore,,,trackdone,trackdone
9651,2023-06-05T17:00:44Z,242124,Should've Said No,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9652,2023-06-05T17:04:48Z,243979,champagne problems,Taylor Swift,evermore,,,trackdone,trackdone
9653,2023-06-05T17:09:21Z,209788,Question...?,Taylor Swift,Midnights,,,trackdone,trackdone
9654,2023-06-05T17:13:11Z,230016,22 (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9655,2023-06-05T17:17:06Z,233593,Getaway Car,Taylor Swift,reputation,,,trackdone,trackdone
9656,2023-06-05T17:20:38Z,211904,Bad Blood,Taylor Swift,1989,,,trackdone,trackdone
9657,2023-06-05T17:25:07Z,208016,...Ready For It?,Taylor Swift,reputation,,,trackdone,trackdone
9658,2023-06-05T17:28:59Z,231921,Tim McGraw,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9659,2023-06-05T17:32:35Z,214565,willow,Taylor Swift,evermore,,,trackdone,trackdone
9660,2023-06-05T17:36:48Z,252742,invisible string,Taylor Swift,folklore,,,trackdone,trackdone
9661,2023-06-05T17:40:34Z,164586,Vigilante Shit,Taylor Swift,Midnights,,,trackdone,trackdone
9662,2023-06-05T18:28:29Z,257646,marjorie,Taylor Swift,evermore,,,clickrow,trackdone
9663,2023-06-05T18:32:33Z,243790,champagne problems,Taylor Swift,evermore,,,trackdone,trackdone
9664,2023-06-05T18:36:39Z,245276,tolerate it,Taylor Swift,evermore,,,trackdone,trackdone
9665,2023-06-05T18:40:08Z,208167,...Ready For It?,Taylor Swift,reputation,,,trackdone,trackdone
9666,2023-06-05T18:45:02Z,232240,Delicate,Taylor Swift,reputation,,,trackdone,trackdone
9667,2023-06-05T18:48:58Z,236374,Dont Blame Me,Taylor Swift,reputation,,,trackdone,trackdone
9668,2023-06-05T18:52:31Z,211649,Look What You Made Me Do,Taylor Swift,reputation,,,trackdone,trackdone
9669,2023-06-05T18:58:23Z,352122,Enchanted,Taylor Swift,Speak Now,,,trackdone,trackdone
9670,2023-06-05T19:04:58Z,229859,22 (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9671,2023-06-05T19:08:11Z,192977,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9672,2023-06-05T19:11:51Z,219646,I Knew You Were Trouble (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9673,2023-06-05T19:23:42Z,612972,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9674,2023-06-05T19:28:56Z,252815,invisible string,Taylor Swift,folklore,,,trackdone,trackdone
9675,2023-06-05T19:33:50Z,294423,betty,Taylor Swift,folklore,,,trackdone,trackdone
9676,2023-06-05T19:37:41Z,229845,the last great american dynasty,Taylor Swift,folklore,,,trackdone,trackdone
9677,2023-06-05T19:37:43Z,1794,august,Taylor Swift,folklore,,,trackdone,remote
9678,2023-06-05T19:57:40Z,261751,august,Taylor Swift,folklore,,,remote,trackdone
9679,2023-06-05T20:00:50Z,189740,illicit affairs,Taylor Swift,folklore,,,trackdone,trackdone
9680,2023-06-05T20:05:06Z,255719,my tears ricochet,Taylor Swift,folklore,,,trackdone,trackdone
9681,2023-06-05T20:09:06Z,239390,cardigan,Taylor Swift,folklore,,,trackdone,trackdone
9682,2023-06-05T20:13:59Z,230987,Style,Taylor Swift,1989,,,trackdone,trackdone
9683,2023-06-05T20:17:51Z,231585,Blank Space,Taylor Swift,1989,,,trackdone,trackdone
9684,2023-06-05T20:21:30Z,219060,Shake It Off,Taylor Swift,1989,,,trackdone,trackdone
9685,2023-06-05T20:25:11Z,219810,Wildest Dreams,Taylor Swift,1989,,,trackdone,trackdone
9686,2023-06-05T20:29:43Z,211761,Bad Blood,Taylor Swift,1989,,,trackdone,trackdone
9687,2023-06-05T20:33:06Z,202168,Lavender Haze,Taylor Swift,Midnights,,,trackdone,trackdone
9688,2023-06-05T20:36:27Z,199926,Anti-Hero,Taylor Swift,Midnights,,,trackdone,trackdone
9689,2023-06-05T20:39:22Z,174601,Midnight Rain,Taylor Swift,Midnights,,,trackdone,trackdone
9690,2023-06-05T20:42:07Z,164580,Vigilante Shit,Taylor Swift,Midnights,,,trackdone,trackdone
9691,2023-06-05T21:38:18Z,7210,illicit affairs,Taylor Swift,folklore,,,trackdone,unexpected-exit-while-paused
9692,2023-06-05T21:39:51Z,190847,Mastermind,Taylor Swift,Midnights,,,fwdbtn,trackdone
9693,2023-06-05T21:43:16Z,204747,Karma,Taylor Swift,Midnights,,,trackdone,trackdone
9694,2023-06-05T21:43:47Z,30748,mirrorball,Taylor Swift,folklore,,,trackdone,remote
9695,2023-06-05T21:47:16Z,178578,mirrorball,Taylor Swift,folklore,,,remote,trackdone
9696,2023-06-05T21:51:09Z,232085,Tim McGraw,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9697,2023-06-05T21:54:24Z,194888,this is me trying,Taylor Swift,folklore,,,trackdone,trackdone
9698,2023-06-05T21:59:20Z,295353,State Of Grace (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9699,2023-06-05T22:03:43Z,201003,Our Song,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9700,2023-06-05T22:08:00Z,256071,Snow On The Beach (feat. Lana Del Rey),Taylor Swift,Midnights,,,trackdone,trackdone
9701,2023-06-05T22:12:35Z,274984,cowboy like me,Taylor Swift,evermore,,,trackdone,trackdone
9702,2023-06-05T22:16:30Z,234369,White Horse (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9703,2023-06-05T22:22:14Z,284768,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9704,2023-06-05T22:26:13Z,238145,Ours,Taylor Swift,Speak Now,,,trackdone,trackdone
9705,2023-06-05T22:29:32Z,198534,Death By A Thousand Cuts,Taylor Swift,Lover,,,trackdone,trackdone
9706,2023-06-05T22:34:03Z,270792,Clean,Taylor Swift,1989,,,trackdone,trackdone
9707,2023-06-05T22:39:02Z,237493,Jump Then Fall (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9708,2023-06-05T22:43:02Z,239958,The Lucky One (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9709,2023-06-05T22:47:02Z,239825,Speak Now,Taylor Swift,Speak Now,,,trackdone,trackdone
9710,2023-06-05T22:51:05Z,242678,Treacherous (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9711,2023-06-05T22:56:05Z,239804,The Great War,Taylor Swift,Midnights,,,trackdone,trackdone
9712,2023-06-05T22:59:20Z,193976,"You're On Your Own, Kid",Taylor Swift,Midnights,,,trackdone,trackdone
9713,2023-06-06T19:38:21Z,30239,mad woman,Taylor Swift,folklore,,,trackdone,unexpected-exit
9714,2023-06-06T19:38:21Z,190847,Bejeweled,Taylor Swift,Midnights,,,trackdone,unexpected-exit-while-paused
9715,2023-06-06T19:44:28Z,208831,mirrorball,Taylor Swift,folklore,,,remote,trackdone
9716,2023-06-06T19:48:20Z,231900,Tim McGraw,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9717,2023-06-06T19:51:36Z,194917,this is me trying,Taylor Swift,folklore,,,trackdone,trackdone
9718,2023-06-06T19:56:32Z,295389,State Of Grace (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9719,2023-06-06T20:00:55Z,201011,Our Song,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9720,2023-06-06T20:05:12Z,256082,Snow On The Beach (feat. Lana Del Rey),Taylor Swift,Midnights,,,trackdone,trackdone
9721,2023-06-06T20:12:33Z,274902,cowboy like me,Taylor Swift,evermore,,,trackdone,trackdone
9722,2023-06-06T20:16:28Z,234516,White Horse (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9723,2023-06-06T20:22:13Z,284627,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9724,2023-06-06T20:26:12Z,238022,Ours,Taylor Swift,Speak Now,,,trackdone,trackdone
9725,2023-06-06T20:29:31Z,198344,Death By A Thousand Cuts,Taylor Swift,Lover,,,trackdone,trackdone
9726,2023-06-06T20:34:03Z,270800,Clean,Taylor Swift,1989,,,trackdone,trackdone
9727,2023-06-06T20:39:03Z,237580,Jump Then Fall (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9728,2023-06-06T20:43:03Z,239753,The Lucky One (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9729,2023-06-06T20:47:04Z,239756,Speak Now,Taylor Swift,Speak Now,,,trackdone,trackdone
9730,2023-06-06T20:51:07Z,242559,Treacherous (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9731,2023-06-06T20:56:09Z,239833,The Great War,Taylor Swift,Midnights,,,trackdone,trackdone
9732,2023-06-06T20:59:23Z,194114,"You're On Your Own, Kid",Taylor Swift,Midnights,,,trackdone,trackdone
9733,2023-06-06T21:03:21Z,237173,mad woman,Taylor Swift,folklore,,,trackdone,trackdone
9734,2023-06-06T21:07:19Z,237643,Mean,Taylor Swift,Speak Now,,,trackdone,trackdone
9735,2023-06-06T21:19:35Z,278864,Wonderland,Taylor Swift,1989,,,trackdone,trackdone
9736,2023-06-06T21:28:30Z,261843,Youre Not Sorry (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,remote,trackdone
9737,2023-06-06T21:31:50Z,198960,A Place in this World,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9738,2023-06-06T21:35:52Z,241623,Today Was A Fairytale (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9739,2023-06-06T21:39:52Z,238676,Begin Again (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9740,2023-06-06T21:44:53Z,238957,Cold As You,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9741,2023-06-06T21:48:51Z,238338,The Other Side Of The Door (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9742,2023-06-06T21:53:27Z,275169,coney island (feat. The National),Taylor Swift,evermore,,,trackdone,trackdone
9743,2023-06-06T22:08:55Z,231471,High Infidelity,Taylor Swift,Midnights,,,trackdone,trackdone
9744,2023-06-06T22:13:27Z,209668,Gorgeous,Taylor Swift,reputation,,,trackdone,trackdone
9745,2023-06-06T22:18:13Z,284957,I Bet You Think About Me (feat. Chris Stapleton) (Taylors Version) (From The Vault),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9746,2023-06-06T22:22:20Z,247374,How You Get The Girl,Taylor Swift,1989,,,trackdone,trackdone
9747,2023-06-06T22:22:43Z,19822,Sparks Fly,Taylor Swift,Speak Now,,,trackdone,logout
9748,2023-06-06T23:27:57Z,130001,Youre Not Sorry (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,unexpected-exit-while-paused
9749,2023-06-06T23:32:28Z,259917,Sparks Fly,Taylor Swift,Speak Now,,,remote,trackdone
9750,2023-06-06T23:35:52Z,202967,Teardrops On My Guitar - Radio Single Remix,Taylor Swift,Taylor Swift,,,trackdone,trackdone
9751,2023-06-06T23:39:48Z,235800,Out Of The Woods,Taylor Swift,1989,,,trackdone,trackdone
9752,2023-06-06T23:44:43Z,294203,Fifteen (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9753,2023-06-06T23:50:04Z,260005,"Would've, Could've, Should've",Taylor Swift,Midnights,,,trackdone,trackdone
9754,2023-06-06T23:53:54Z,229818,Mine,Taylor Swift,Speak Now,,,trackdone,trackdone
9755,2023-06-06T23:57:00Z,185216,gold rush,Taylor Swift,evermore,,,trackdone,trackdone
9756,2023-06-07T00:00:44Z,223274,Come Back...Be Here (Taylor's Version),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
9757,2023-06-07T00:05:31Z,225214,Forever & Always (Taylors Version),Taylor Swift,Fearless (Taylor's Version),,,trackdone,trackdone
9758,2023-06-07T00:07:44Z,133047,This Love,Taylor Swift,1989,,,trackdone,endplay
